distance_km,fuel_price,hour,day_of_week,traffic_level,weather,vehicle_type,fare
10.84,4527.69,11,2,1,0,Mini Bus,4000
13.85,5075.53,17,3,2,0,Boda Boda,8000
35.8,5093.83,21,1,1,1,Boda Boda,19500
34.68,4855.68,10,0,1,1,Special Hire,49500
1.2,6158.26,15,2,1,1,Boda Boda,2000
44.36,4975.81,15,6,1,0,Special Hire,51000
43.37,4115.3,6,5,1,0,Boda Boda,16000
26.16,4963.19,22,0,1,0,Boda Boda,13500
7.49,4358.97,0,5,2,0,Mini Bus,4000
1.59,4484.25,11,3,1,0,Taxi,2000
30.53,5747.11,9,0,3,0,Taxi,31500
35.37,4133.53,9,4,3,0,Taxi,28000
23.9,4437.23,1,5,1,1,Mini Bus,11000
11.99,4665.29,22,3,1,0,Boda Boda,6500
17.24,6090.28,0,4,1,0,Boda Boda,10500
25.2,4796.67,13,5,1,0,Mini Bus,8000
12.28,4183.21,16,4,1,0,Boda Boda,5500
36.72,5199.63,1,5,1,1,Taxi,32500
41.39,5558.41,17,3,3,0,Taxi,40000
11.04,5753.52,19,0,3,0,Special Hire,22500
38.87,5515.2,13,4,1,0,Special Hire,48000
25.1,5923.87,22,0,1,0,Boda Boda,14000
23.5,5899.02,22,2,2,0,Taxi,22500
42.5,5211.52,1,0,1,0,Boda Boda,21500
43.8,5356.47,3,1,1,0,Special Hire,60500
8.16,4372.43,20,3,3,0,Mini Bus,4500
13.25,5988.75,14,5,1,0,Taxi,9500
9.72,4585.28,2,5,1,0,Taxi,7500
13.81,6370.43,9,2,2,0,Special Hire,24500
1.06,5400.48,12,5,1,0,Mini Bus,1500
43.15,4231.54,18,4,2,0,Taxi,28000
21.58,6199.33,4,1,1,0,Mini Bus,9500
2.33,5118.18,15,6,1,0,Mini Bus,1500
31.82,5858.07,15,6,1,0,Mini Bus,11500
1.51,4309.4,13,3,1,0,Taxi,1500
41.9,5289.28,6,3,1,0,Taxi,26500
31.53,5310.1,14,0,1,0,Mini Bus,10000
35.62,4664.72,16,0,1,0,Boda Boda,15000
32.04,4618.66,3,5,1,0,Mini Bus,11500
19.62,5958.28,18,4,3,0,Boda Boda,15500
12.32,6120.38,0,5,1,0,Taxi,10500
31.44,6165.17,23,2,1,0,Boda Boda,18500
43.03,6488.18,16,2,1,0,Taxi,32000
25.01,5682.99,12,4,1,0,Boda Boda,12500
40.73,4798.23,6,1,2,0,Boda Boda,21000
41.15,6007.97,0,3,2,1,Special Hire,96000
1.49,6215.95,8,1,3,0,Boda Boda,2500
33.94,4155.97,8,4,3,0,Taxi,27500
9.66,6149.63,19,6,3,0,Special Hire,20500
9.93,4821.0,0,2,1,0,Boda Boda,6000
13.09,5973.87,23,4,1,0,Boda Boda,8000
20.39,5103.13,18,0,3,0,Taxi,20000
38.46,6105.7,6,1,1,0,Special Hire,51000
12.37,4750.36,2,4,2,0,Mini Bus,6500
7.69,5368.88,3,6,2,0,Mini Bus,4500
27.68,4759.48,2,2,1,0,Special Hire,36000
31.58,5539.42,18,2,3,0,Boda Boda,22000
14.27,6390.1,3,0,1,0,Taxi,12500
21.64,6172.15,2,6,1,0,Mini Bus,9500
19.24,4622.54,6,0,2,1,Special Hire,33000
32.61,4451.84,21,5,1,0,Mini Bus,9500
10.08,5792.72,8,2,3,0,Boda Boda,8500
21.11,4324.54,22,1,1,0,Special Hire,26000
21.19,6066.47,2,1,1,0,Special Hire,34000
26.5,4866.37,11,2,2,0,Special Hire,38000
38.52,6415.77,3,2,1,1,Special Hire,79000
7.42,6467.67,11,1,1,0,Special Hire,11500
38.42,5089.65,19,0,2,0,Mini Bus,14500
33.19,4873.86,17,1,3,1,Taxi,38000
6.83,5525.98,8,1,3,1,Boda Boda,7500
25.3,6234.28,21,1,1,0,Boda Boda,12500
20.09,5665.96,0,2,1,0,Special Hire,30000
28.53,5409.01,1,5,1,0,Mini Bus,11000
13.05,5193.31,13,2,1,0,Boda Boda,6500
6.06,4680.33,5,5,1,1,Boda Boda,5000
15.68,5665.16,17,1,2,0,Boda Boda,9500
26.25,4513.9,0,0,1,0,Taxi,18000
25.45,5879.73,14,4,1,0,Boda Boda,13000
6.66,5753.01,21,1,1,0,Special Hire,9500
13.71,5972.45,1,5,1,0,Taxi,11500
19.5,6159.03,3,1,1,0,Special Hire,30500
36.85,4073.04,9,0,2,0,Taxi,23500
30.2,5984.77,12,4,1,0,Special Hire,41500
4.26,5951.8,23,6,1,0,Taxi,4000
27.02,4179.02,2,2,1,0,Taxi,17500
44.79,6449.16,20,6,3,0,Boda Boda,34500
29.42,5014.08,14,3,1,0,Mini Bus,9500
13.25,6269.99,5,2,1,0,Taxi,11500
24.69,5748.09,18,0,3,0,Boda Boda,18000
27.35,5388.36,11,5,1,0,Mini Bus,9500
37.53,5289.65,5,6,1,0,Boda Boda,19500
6.05,6127.55,11,4,1,0,Boda Boda,4000
42.42,5676.36,10,1,2,1,Taxi,42500
43.9,5649.9,14,1,1,0,Boda Boda,20500
41.61,5034.22,8,4,3,0,Mini Bus,19500
31.23,4203.96,14,4,1,0,Boda Boda,12500
19.12,5006.21,2,4,1,0,Mini Bus,7500
10.66,4125.18,22,0,1,0,Mini Bus,4000
33.15,5064.33,11,5,1,0,Mini Bus,10500
11.91,4276.75,11,2,1,1,Boda Boda,6500
17.49,5826.43,17,1,2,1,Mini Bus,10000
37.3,5048.91,23,4,1,0,Mini Bus,13500
17.79,5420.78,20,1,3,0,Special Hire,35000
23.95,6273.27,3,6,1,0,Taxi,20000
20.54,6406.12,9,2,3,0,Boda Boda,17000
39.88,5165.64,3,3,1,0,Boda Boda,20000
39.97,4179.6,8,4,2,0,Mini Bus,13000
0.82,5897.41,0,1,2,0,Taxi,2000
5.48,4404.19,2,2,1,0,Mini Bus,3000
15.75,6009.91,2,4,1,0,Special Hire,25500
12.73,5045.81,23,0,1,0,Boda Boda,7000
7.83,6342.82,11,5,2,0,Mini Bus,4500
14.33,5254.26,1,4,1,0,Mini Bus,6000
29.54,6121.32,1,2,1,1,Mini Bus,16000
40.94,5509.66,12,2,1,0,Special Hire,53000
34.06,6374.12,1,1,1,0,Boda Boda,20500
37.31,4929.25,3,2,2,0,Boda Boda,21500
36.84,5064.12,8,1,3,0,Boda Boda,24500
43.51,4021.65,4,0,1,1,Boda Boda,23500
40.4,4745.92,11,5,2,0,Special Hire,54000
6.78,4607.97,20,2,3,0,Special Hire,12500
5.48,4663.36,14,0,1,0,Boda Boda,3000
26.85,5465.63,23,6,2,0,Mini Bus,12500
30.89,4655.06,9,0,3,0,Boda Boda,20000
21.71,4647.01,6,0,1,0,Boda Boda,9500
4.56,5455.54,17,5,3,0,Special Hire,10000
40.31,4120.77,3,6,1,1,Mini Bus,16000
12.11,5191.08,6,4,1,0,Boda Boda,6000
13.46,6386.04,8,6,3,1,Boda Boda,14500
28.95,6014.46,5,5,1,0,Special Hire,44500
35.29,5020.93,13,6,2,0,Mini Bus,13500
9.42,4317.73,11,5,1,1,Boda Boda,5500
4.54,4684.61,1,4,1,0,Taxi,4000
27.66,4563.26,11,1,1,0,Boda Boda,11500
29.21,4050.49,13,5,1,0,Boda Boda,11500
23.13,5402.8,5,2,1,0,Special Hire,33000
3.07,5922.45,8,0,3,0,Boda Boda,3500
30.58,4501.43,9,2,3,0,Taxi,25500
1.89,4346.94,17,6,3,0,Mini Bus,2500
10.49,6216.63,15,6,1,1,Mini Bus,5500
15.73,4771.97,22,2,1,0,Mini Bus,6000
8.96,6418.74,8,2,3,0,Taxi,11000
1.78,4624.11,23,6,1,0,Taxi,2500
30.68,4699.55,5,1,1,0,Taxi,20500
19.07,4303.94,23,3,2,0,Mini Bus,8000
25.53,6288.46,12,6,1,0,Taxi,18000
37.61,4842.31,20,3,2,0,Special Hire,53000
6.96,4926.18,19,0,2,0,Boda Boda,4500
18.96,4714.06,12,0,1,1,Taxi,15000
2.34,5929.86,21,0,1,0,Boda Boda,2000
44.85,4198.07,0,1,1,0,Boda Boda,20500
13.42,4231.9,9,5,3,0,Special Hire,22500
3.98,6422.49,6,0,1,0,Mini Bus,2500
23.83,5699.67,3,4,1,0,Mini Bus,10000
31.54,5019.75,20,6,3,0,Mini Bus,15000
37.26,4180.85,15,0,1,0,Boda Boda,14500
36.76,5108.62,22,0,1,1,Special Hire,65000
32.71,5637.77,9,4,2,0,Special Hire,50500
35.01,5474.56,7,1,3,0,Taxi,33500
11.15,5743.73,23,1,1,1,Boda Boda,9000
2.32,4820.92,7,2,3,0,Taxi,3500
14.57,4910.05,20,1,2,0,Special Hire,21500
24.42,4694.39,2,6,1,0,Boda Boda,12500
29.37,4445.77,12,1,1,0,Mini Bus,8500
11.31,5101.49,12,0,1,1,Taxi,9500
30.75,6129.82,23,0,2,0,Taxi,29000
33.12,4916.42,2,3,1,0,Mini Bus,12000
44.47,6058.17,1,2,1,0,Boda Boda,24500
5.72,5442.25,20,2,2,1,Mini Bus,4000
8.67,4153.02,5,0,1,0,Mini Bus,3500
6.71,5421.02,8,2,3,0,Taxi,7500
5.9,4606.84,1,4,1,0,Taxi,5000
15.02,5089.23,11,2,1,0,Taxi,10000
29.61,6190.62,2,6,2,0,Special Hire,56000
25.82,6184.25,15,2,2,0,Boda Boda,15500
33.92,5310.81,11,1,2,0,Taxi,25000
12.87,4125.31,14,1,1,0,Special Hire,14000
20.31,4774.67,11,4,1,1,Special Hire,30000
20.36,5005.75,20,6,3,0,Taxi,18500
15.28,5002.04,8,1,3,0,Mini Bus,8000
10.12,5112.71,12,3,1,0,Mini Bus,4000
20.84,5660.5,2,5,1,0,Special Hire,31000
0.59,5239.36,5,2,1,0,Boda Boda,1500
38.26,4935.42,13,0,2,0,Taxi,27000
15.3,4102.35,8,0,2,0,Special Hire,20000
4.9,4760.86,0,4,1,0,Special Hire,7500
41.62,5009.49,3,0,2,0,Boda Boda,24500
2.16,5092.09,15,0,1,0,Special Hire,3500
31.22,5525.13,19,6,3,0,Taxi,30000
42.05,6076.38,16,6,1,0,Boda Boda,20500
12.58,4111.24,9,6,3,0,Mini Bus,6500
14.85,5949.6,21,0,1,0,Taxi,11000
32.77,4691.24,7,2,2,0,Boda Boda,16500
0.85,5948.56,2,0,1,0,Boda Boda,1500
28.31,5051.16,16,1,1,0,Boda Boda,12500
28.99,6015.15,15,0,2,0,Special Hire,47500
21.57,5347.08,6,0,1,0,Mini Bus,8000
31.42,6352.95,14,3,2,0,Special Hire,54000
4.43,4643.99,8,3,2,0,Mini Bus,2500
27.66,5024.0,7,4,2,0,Boda Boda,15000
4.03,6214.09,16,2,1,0,Mini Bus,2500
15.4,4452.7,17,6,3,0,Taxi,14000
28.67,5585.52,19,6,2,0,Taxi,23000
31.8,5107.22,10,0,2,0,Boda Boda,17000
25.0,5407.71,21,2,1,0,Boda Boda,11500
39.77,4136.98,14,4,1,0,Boda Boda,15000
5.47,4654.78,5,6,1,0,Boda Boda,3500
14.48,5909.28,9,5,3,0,Taxi,16000
44.27,6158.52,2,2,1,0,Mini Bus,18000
32.49,5356.04,10,5,1,0,Taxi,21000
30.24,5233.91,14,6,1,0,Taxi,19500
23.99,5308.78,0,4,1,1,Taxi,23000
19.34,5061.9,2,4,1,0,Special Hire,27000
8.7,6294.03,16,3,1,0,Taxi,7000
10.8,4287.2,0,0,1,0,Taxi,8000
26.06,6355.06,23,4,1,1,Taxi,28000
19.33,4510.98,14,3,1,0,Taxi,11500
11.41,5095.69,19,1,2,0,Boda Boda,7000
15.29,4044.35,18,6,3,1,Special Hire,30500
38.49,5403.04,20,4,3,0,Special Hire,71000
3.54,4128.23,10,6,1,0,Boda Boda,2000
20.78,5937.82,11,5,1,0,Special Hire,27500
17.17,5986.65,19,0,2,0,Special Hire,28500
36.93,4259.55,1,4,2,0,Boda Boda,20000
35.31,5998.93,15,3,1,0,Boda Boda,17500
24.46,4626.31,21,4,1,0,Mini Bus,8000
36.26,5560.49,14,1,1,0,Mini Bus,12500
36.28,4534.4,13,3,1,0,Mini Bus,11000
22.41,4147.37,12,0,1,0,Taxi,12000
13.21,5382.97,1,0,2,0,Boda Boda,9000
7.22,5409.98,23,2,2,0,Mini Bus,4500
13.11,5035.35,3,6,2,0,Mini Bus,6500
30.15,5342.36,23,4,1,0,Boda Boda,16000
2.31,4988.26,20,4,2,0,Taxi,3000
19.24,4068.64,8,4,3,0,Mini Bus,8500
36.0,5072.14,7,5,2,0,Special Hire,52500
30.83,4566.14,22,0,1,0,Taxi,21000
9.97,5849.7,19,1,3,0,Taxi,11500
24.53,4627.21,21,4,1,0,Special Hire,27500
4.96,4266.66,19,2,3,0,Taxi,5500
18.94,4409.95,3,0,1,0,Boda Boda,9000
29.51,5041.83,10,0,1,0,Boda Boda,13000
37.16,4768.17,12,2,1,0,Boda Boda,15500
35.68,4306.18,1,0,1,0,Special Hire,43000
15.98,6374.82,4,2,1,0,Special Hire,26000
37.3,5123.18,2,6,1,1,Boda Boda,23500
33.73,4936.23,0,5,2,0,Mini Bus,15000
33.33,4219.91,20,2,2,0,Boda Boda,16000
16.69,5926.18,15,0,1,0,Taxi,12000
23.96,5283.45,5,4,1,0,Boda Boda,13000
31.0,4944.45,23,2,1,0,Boda Boda,15000
44.04,5653.08,20,2,2,0,Mini Bus,18000
33.07,5293.74,10,4,1,0,Mini Bus,11000
44.21,5328.92,9,4,2,0,Boda Boda,23500
21.32,4781.14,4,0,1,0,Boda Boda,10500
20.2,5595.53,23,2,2,1,Boda Boda,17500
32.14,4150.19,21,4,2,0,Mini Bus,11000
20.81,5797.26,13,4,1,1,Taxi,18500
7.32,4273.99,18,5,3,0,Boda Boda,5500
9.11,4402.6,11,0,1,1,Boda Boda,5500
34.62,5614.62,21,6,1,0,Boda Boda,16000
9.38,4675.34,16,3,1,0,Mini Bus,3500
10.83,6375.76,0,3,1,0,Mini Bus,5500
3.16,5008.49,6,0,1,0,Boda Boda,2500
19.64,4678.78,8,3,3,0,Special Hire,34000
40.83,4416.28,19,5,3,0,Mini Bus,17500
12.17,4986.79,23,5,1,0,Taxi,9500
20.96,4131.18,4,5,1,0,Special Hire,25000
27.58,4011.23,15,1,1,0,Mini Bus,8000
38.99,5415.73,7,1,3,0,Boda Boda,26500
30.14,4963.23,20,5,2,1,Taxi,27000
4.14,5301.19,20,4,3,0,Special Hire,9000
20.3,6393.45,10,6,2,0,Boda Boda,13000
42.05,5217.82,13,4,1,0,Taxi,26500
35.63,6351.32,18,2,3,0,Mini Bus,20500
19.79,5239.29,18,5,3,0,Boda Boda,14000
34.51,4708.77,9,3,2,0,Special Hire,46500
17.43,4431.69,14,3,1,1,Taxi,13000
13.67,5541.92,14,1,2,0,Mini Bus,6500
44.37,5951.6,1,5,1,0,Boda Boda,25000
7.56,5296.18,11,3,1,0,Boda Boda,4000
27.42,4386.25,1,6,1,0,Taxi,18500
26.02,5564.83,4,4,1,0,Special Hire,39000
4.82,6043.04,10,6,1,0,Special Hire,7500
20.19,4754.28,21,0,1,1,Taxi,15500
34.25,5737.95,11,4,1,0,Boda Boda,16000
24.66,5109.73,1,5,1,0,Mini Bus,9500
23.68,5782.26,17,6,3,0,Boda Boda,17000
41.28,4793.31,6,2,1,0,Special Hire,47000
25.75,4679.02,19,0,3,0,Special Hire,43500
17.43,6230.0,0,3,1,0,Mini Bus,8000
11.12,5524.08,20,6,2,0,Boda Boda,7000
26.02,5575.02,13,6,1,1,Special Hire,41500
32.9,5386.28,5,6,1,1,Taxi,29500
2.86,4742.15,4,6,2,1,Taxi,4500
7.93,6053.3,23,5,2,0,Boda Boda,6500
4.35,4569.51,5,1,1,0,Special Hire,6500
44.5,4886.97,8,5,2,1,Taxi,39500
4.02,4139.44,17,1,3,0,Mini Bus,3000
29.04,6087.16,0,0,2,1,Mini Bus,18000
37.29,6114.33,11,0,2,0,Boda Boda,22000
38.2,4684.93,15,4,1,0,Taxi,22500
19.37,6115.13,6,5,1,0,Special Hire,27000
3.4,6010.23,13,6,2,1,Mini Bus,3000
37.91,5588.81,4,6,1,0,Mini Bus,15000
7.23,4935.4,10,4,1,0,Special Hire,9000
12.61,4950.41,14,0,2,0,Mini Bus,5500
1.47,5486.72,12,5,1,0,Mini Bus,1500
33.63,6182.23,23,3,2,0,Mini Bus,17000
14.93,5759.4,19,0,3,0,Boda Boda,12000
29.87,5077.86,10,6,1,1,Boda Boda,16500
32.16,4959.4,18,6,2,1,Mini Bus,15000
26.45,5165.37,6,3,1,0,Boda Boda,11500
29.86,5628.15,12,4,1,0,Boda Boda,14500
42.15,5455.17,8,1,3,0,Boda Boda,29000
7.15,4183.11,16,1,1,0,Taxi,4500
12.35,6332.4,1,0,1,0,Mini Bus,6000
38.71,4903.21,5,6,1,0,Special Hire,52000
12.98,6125.82,5,1,1,0,Mini Bus,6500
39.59,5105.83,1,1,1,0,Boda Boda,19500
2.4,5712.71,1,1,1,0,Special Hire,4500
29.99,5511.01,8,2,2,0,Taxi,24000
11.98,4960.4,12,6,2,0,Taxi,9500
18.1,5697.93,16,0,1,0,Boda Boda,9000
4.43,5942.2,3,1,1,0,Special Hire,8000
17.14,6051.4,9,6,3,0,Mini Bus,10000
8.56,4734.61,5,6,2,0,Boda Boda,6000
19.4,4605.49,23,0,1,1,Boda Boda,12500
9.06,4651.92,19,6,3,1,Mini Bus,6500
26.94,5805.99,12,4,1,0,Taxi,18000
1.73,5480.09,12,1,1,0,Special Hire,3000
18.5,5571.48,7,2,3,0,Mini Bus,10000
24.4,4271.81,11,5,2,0,Boda Boda,11500
29.78,6238.6,6,1,1,0,Boda Boda,15000
29.67,4650.8,1,1,1,1,Special Hire,48000
32.28,6193.8,14,5,1,1,Boda Boda,20500
24.38,4130.94,17,5,3,0,Special Hire,38500
29.52,5822.56,5,3,1,0,Taxi,23000
34.89,4020.03,4,0,1,0,Mini Bus,11500
25.87,6245.04,4,3,2,0,Special Hire,50500
28.24,4284.21,1,0,1,0,Special Hire,34500
12.49,4127.1,16,2,2,0,Special Hire,16500
10.21,4028.89,21,6,2,0,Special Hire,13500
21.05,6317.03,18,1,3,0,Taxi,22500
28.68,6006.23,15,0,1,0,Taxi,20500
20.61,4556.9,16,0,1,0,Special Hire,23500
17.19,4770.82,21,1,1,0,Mini Bus,5500
19.5,6463.69,11,3,1,0,Taxi,15000
30.77,4249.27,9,0,3,1,Boda Boda,23000
8.5,5402.92,9,5,3,1,Special Hire,22000
8.75,4987.85,13,0,1,0,Mini Bus,3500
26.52,5889.27,3,3,1,0,Special Hire,40500
19.6,6433.05,10,3,2,0,Taxi,17500
30.37,5117.12,19,0,2,0,Special Hire,43500
3.07,6046.62,11,1,1,1,Boda Boda,3000
12.06,5369.22,7,0,3,0,Taxi,13000
35.26,6443.73,16,4,1,1,Special Hire,62000
20.36,5153.91,10,1,1,0,Mini Bus,7000
11.07,5234.45,13,6,1,0,Boda Boda,5500
43.45,6155.0,12,5,1,0,Special Hire,58000
10.34,5420.92,2,6,1,1,Mini Bus,6000
32.69,5320.82,22,2,1,1,Mini Bus,16000
8.27,5978.31,7,3,3,1,Mini Bus,7000
10.0,4383.89,2,4,2,0,Taxi,8500
6.12,5300.48,13,4,1,1,Taxi,6000
23.11,5742.85,9,3,3,0,Special Hire,44500
33.74,4532.49,20,6,2,1,Mini Bus,15500
17.62,4898.29,4,4,2,0,Boda Boda,11500
13.05,4905.47,14,6,1,0,Boda Boda,6000
43.46,5110.85,8,5,3,0,Taxi,40000
4.99,5510.21,14,0,1,0,Taxi,4000
29.27,4203.74,19,6,3,1,Special Hire,59000
2.69,4097.68,15,0,1,0,Boda Boda,2000
39.89,6172.37,14,2,1,0,Boda Boda,19500
25.31,4369.03,2,6,1,0,Mini Bus,9000
1.55,4038.3,15,2,1,0,Boda Boda,1500
17.5,4527.68,20,3,2,0,Boda Boda,9500
9.83,5118.04,2,2,1,0,Boda Boda,5500
3.03,5023.3,12,1,1,0,Taxi,3000
29.78,5591.59,13,5,1,0,Taxi,20000
24.01,5319.12,4,6,1,0,Mini Bus,9500
10.3,6171.05,5,0,1,0,Boda Boda,6500
22.55,5894.6,0,3,2,0,Mini Bus,11500
34.29,5361.21,5,2,1,1,Mini Bus,16000
10.57,5819.78,21,3,1,0,Boda Boda,5500
41.44,5645.68,10,4,1,0,Mini Bus,14500
35.29,4790.9,6,5,1,0,Taxi,21000
25.44,4743.47,3,4,1,0,Special Hire,34000
6.43,5209.74,12,0,1,0,Taxi,4500
33.21,5203.58,16,5,1,0,Mini Bus,10500
3.69,5602.71,9,1,2,0,Boda Boda,3000
15.83,4674.97,14,0,1,0,Taxi,10000
43.39,4595.53,4,5,1,1,Special Hire,70500
27.18,5391.27,2,6,1,0,Taxi,19500
34.09,4465.25,20,3,2,0,Boda Boda,16500
34.16,6091.32,9,2,2,0,Boda Boda,21000
32.27,4244.3,9,5,3,0,Mini Bus,14500
44.68,4415.64,18,0,2,0,Taxi,30000
6.53,4894.15,5,4,1,1,Special Hire,12500
11.6,5704.83,16,4,1,0,Boda Boda,6000
42.36,4474.66,11,3,2,0,Special Hire,56500
35.69,5448.62,6,3,1,0,Special Hire,44500
10.53,6239.75,20,2,3,0,Taxi,12500
36.88,5830.43,6,4,1,0,Taxi,25000
34.14,4899.93,11,6,2,0,Mini Bus,13000
6.26,5027.28,17,2,2,0,Special Hire,10000
30.92,4610.83,14,2,1,0,Special Hire,35500
31.01,4252.68,11,1,1,0,Boda Boda,12500
17.64,5973.74,4,3,1,0,Boda Boda,10500
31.57,6403.05,7,0,2,0,Mini Bus,14500
43.91,5502.28,7,5,3,0,Special Hire,84500
20.15,6183.53,8,2,3,0,Taxi,21500
29.65,4888.19,7,3,2,1,Boda Boda,19000
5.79,6404.89,11,1,1,0,Mini Bus,3000
28.9,5225.41,0,6,1,1,Boda Boda,19000
14.18,5939.05,7,0,3,0,Taxi,15000
31.76,5894.3,18,5,3,1,Boda Boda,29500
25.61,5596.58,8,0,3,0,Boda Boda,18500
3.54,6293.57,10,3,1,1,Mini Bus,3000
8.12,4358.02,21,2,1,0,Taxi,5500
2.38,4778.72,9,6,3,0,Special Hire,5500
25.38,5887.83,17,2,3,0,Boda Boda,19500
25.98,5318.14,11,6,1,0,Mini Bus,9000
37.19,4065.54,7,1,2,0,Boda Boda,17000
30.5,4570.55,1,4,1,0,Boda Boda,14000
5.61,5746.66,21,1,1,1,Boda Boda,4500
20.85,4112.24,11,5,2,0,Taxi,14000
32.63,5412.67,5,3,1,0,Special Hire,46500
31.97,4815.08,9,0,3,0,Mini Bus,15000
39.71,4222.76,3,3,1,0,Taxi,25000
21.64,4632.86,18,4,3,0,Mini Bus,10500
15.04,4133.58,21,2,2,1,Special Hire,24000
1.63,5971.83,20,2,2,0,Boda Boda,2000
4.39,4369.66,16,6,1,0,Special Hire,5500
32.31,4018.65,0,6,1,0,Mini Bus,10500
38.11,4428.59,23,3,2,0,Boda Boda,21000
15.89,6490.49,2,3,1,0,Taxi,14000
27.26,6091.41,7,3,3,0,Mini Bus,15000
31.29,5655.95,23,0,2,0,Boda Boda,20000
11.51,6140.88,17,6,3,0,Boda Boda,9500
1.36,4356.13,0,0,1,1,Special Hire,3500
44.34,4951.19,7,0,2,0,Taxi,32000
42.46,5265.54,18,0,3,0,Mini Bus,20500
5.09,6240.27,19,4,3,0,Boda Boda,5000
25.04,4266.14,10,1,1,1,Taxi,17500
35.58,6299.68,5,1,1,0,Special Hire,57500
27.96,4170.97,3,2,2,0,Taxi,20500
41.42,6283.65,18,2,3,0,Special Hire,88000
36.55,4913.3,12,0,2,1,Mini Bus,16500
19.51,5346.67,18,5,3,0,Mini Bus,10000
15.68,4198.64,11,1,1,0,Special Hire,17000
26.06,4042.2,23,5,1,0,Special Hire,31500
42.47,4495.6,6,3,1,0,Boda Boda,16500
2.17,6263.58,7,3,3,0,Mini Bus,2500
20.69,5642.78,17,4,3,0,Special Hire,41500
2.38,4151.52,13,0,1,0,Taxi,2500
24.6,5216.91,14,4,1,0,Taxi,15500
38.21,6244.17,14,3,1,0,Taxi,27500
33.52,5505.93,2,2,1,0,Mini Bus,13000
16.19,5087.75,1,6,1,0,Mini Bus,7000
19.53,5976.57,14,0,1,0,Special Hire,26500
16.92,5111.07,4,2,1,0,Mini Bus,7000
24.87,5429.86,4,3,1,0,Mini Bus,10000
26.15,6027.77,6,4,1,0,Mini Bus,9500
29.23,4354.92,6,2,1,0,Mini Bus,9000
27.91,6342.72,6,6,1,0,Taxi,20000
20.66,6205.77,7,6,3,0,Taxi,22500
30.86,4033.36,0,4,1,0,Special Hire,37000
24.73,4766.86,4,1,1,0,Special Hire,33500
34.21,5635.7,14,3,1,1,Special Hire,56000
18.0,4583.67,4,6,1,0,Mini Bus,7000
30.26,5562.67,3,2,1,0,Boda Boda,16000
37.21,4431.54,9,2,3,0,Mini Bus,16500
4.68,4007.0,21,6,1,0,Boda Boda,2500
33.55,5242.16,10,6,1,1,Boda Boda,18500
41.78,5393.61,13,1,1,0,Taxi,26500
35.35,4393.63,1,1,2,0,Special Hire,53500
14.91,4660.55,22,4,1,0,Boda Boda,8000
31.29,4430.28,9,4,2,0,Taxi,21500
14.4,5000.58,15,2,1,1,Special Hire,23000
2.96,5307.93,21,6,1,0,Taxi,3000
18.33,5168.68,12,0,1,0,Special Hire,23000
15.45,4079.09,19,6,3,0,Taxi,13000
11.3,5993.58,23,3,1,0,Boda Boda,7500
35.3,4673.74,13,1,1,0,Taxi,20000
13.76,4596.77,8,5,2,0,Boda Boda,7500
5.02,4644.37,5,2,1,0,Taxi,4500
5.41,5406.47,19,3,3,0,Boda Boda,5000
21.68,6142.54,22,2,1,0,Special Hire,34500
37.12,4658.67,22,6,1,0,Mini Bus,13000
37.39,6396.66,23,1,1,0,Mini Bus,16500
13.04,5356.81,13,1,1,0,Boda Boda,6500
18.42,5380.86,23,2,2,0,Taxi,17500
20.76,4294.42,4,6,2,0,Mini Bus,9000
29.91,4876.62,12,6,2,1,Special Hire,53500
22.36,4213.69,11,6,1,0,Taxi,13000
30.9,5244.24,22,4,1,0,Boda Boda,16500
26.46,5713.86,12,6,1,0,Taxi,18000
15.64,6375.87,7,3,2,0,Mini Bus,7500
44.31,6254.68,3,5,1,0,Taxi,35000
5.22,4080.63,4,4,2,0,Boda Boda,4000
12.45,5043.87,20,1,3,1,Special Hire,28500
31.7,5841.32,11,5,1,0,Special Hire,43000
21.44,5622.23,21,3,2,0,Taxi,17000
43.89,5465.18,13,6,1,0,Boda Boda,19500
42.55,5857.35,21,2,1,0,Mini Bus,15000
34.54,4442.47,5,5,1,1,Taxi,29000
5.17,4632.34,19,6,2,0,Taxi,4500
15.98,5430.96,11,5,1,0,Taxi,11000
8.72,4031.09,20,4,2,0,Special Hire,11500
9.58,4063.66,7,5,2,0,Taxi,7000
21.28,4251.57,22,4,1,0,Taxi,14000
40.6,4929.25,15,1,1,1,Mini Bus,16000
22.58,4523.61,19,3,3,0,Special Hire,39000
22.58,5391.25,2,2,1,0,Taxi,17500
18.14,4937.3,16,4,2,0,Special Hire,26500
31.1,4860.15,14,5,1,0,Boda Boda,13000
9.66,6244.55,11,4,1,0,Boda Boda,5500
43.14,4461.51,14,6,1,0,Special Hire,47000
12.77,5457.97,13,4,1,0,Special Hire,17000
39.59,5527.27,4,0,1,0,Boda Boda,20500
25.86,5516.81,22,4,1,0,Mini Bus,10000
30.26,6260.4,18,0,3,0,Taxi,31500
39.76,5537.03,20,6,3,0,Boda Boda,28000
14.9,5461.34,6,1,2,0,Special Hire,23500
43.09,4451.55,13,1,2,0,Special Hire,56500
10.56,4148.25,5,4,2,0,Boda Boda,6500
16.25,5773.44,7,2,2,0,Special Hire,25500
16.13,4918.31,17,5,2,0,Special Hire,24000
2.99,5259.92,21,4,1,0,Taxi,2500
